,0
23,
24,
25,
26,
27,
28,"United States consumer confidence deteriorated in August to its lowest level in a year on concerns about a softening labor market and market turmoil stemming from the subprime mortgage crisis.The Conference Board said its index on consumer sentiment fell to 105.0 in August from a downwardly revised 111.9 in July. In August 2006, the index was 100.2.The median forecast among economists polled by Reuters was 104 compared with an originally reported 112.6 in July, which was the highest figure since August 2001.Consumers’ assessment of current and future conditions also worsened this month. The business research group’s present situation index fell to 130.3 from a downwardly adjusted 138.3 in July. The expectations index declined to 88.2 in August compared with a downwardly revised 94.4 in July.Inflation expectations held steady despite lower gasoline prices, the report showed.Consumers’ expectations for the inflation rate 12 months stood at 5.1 percent in August, unchanged from July.On the labor front, consumers who said jobs were “plentiful” declined to 27.5 percent in August from a downwardly revised 30.0 percent in July, the Conference Board said. Those who said jobs were “hard to get” rose to 19.7 percent in August from an upwardly adjusted 18.7 percent in July."
29,"HONG KONG —DBS, Singapore's largest bank, said Monday that it would provide emergency liquidity for an asset-backed financial instrument worth 1.4 billion Singapore dollars after investors withdrew support due to volatile credit markets, making it the latest Asian bank to declare unexpected exposure to the U.S. subprime mortgage crisis.DBS said in a statement that it had not previously defined its obligations to the instrument, named Red Orchid Secured Assets, or Rosa, as directly exposed to collateralized debt obligations because it believed it would be financed by investors.Rosa needed the financial lifeline because of turmoil in credit markets caused by fallout from U.S. subprime mortgage defaults, DBS said. Rosa, an off-balance sheet structure called a conduit, held 1.1 billion dollars, or $720,000, of CDOs, which are bundles of bonds and loans.""I don't think DBS will be the only one who's missed something the first time,"" Deborah Schuler, senior vice president at Moody's Investors Service, said Tuesday.Banks' use of special-purpose vehicles like Rosa is under increasing scrutiny following reports that Barclays and State Street may be facing losses from units they set up that bought CDOs. Subprime fallout has roiled global markets as investors dumped riskier assets and lenders tightened credit.""We initially did not include Rosa as part of DBS's own exposure to CDOs on the assumption that Rosa would continue to be funded by investors,"" the bank said. ""Following the market volatility in recent weeks, some asset-backed commercial paper conduits, including Rosa, have had to draw on liquidity facilities provided by banks.""DBS was the biggest contributor to the decline in the benchmark Straits Times index. The bank's shares closed 2.9 percent lower Tuesday at $19.80.""It is not so much about how much of the CDOs that the banks have, but the quality,"" said Teng Ngiek Lian, a fund manager at Target Asset Management in Singapore. ""That is what is difficult to ascertain at this point.""Most of the CDO assets in Rosa are rated AAA and DBS said it does not expect these to default.Almost half of all CDOs sold in the United States in 2006 contained subprime debt, according to a March report by Moody's Investors Service. Lenders selling the asset-backed debt typically offer guarantees from banks, which promise more money when it is needed.""It's the more internationally active banks that have done this,"" David Marshall, managing director of Fitch Ratings in Hong Kong, said Tuesday. ""The size of this structure is very small relative to DBS's assets. We would not expect it will have any difficulty in raising funding for this vehicle.""Rosa has total assets of 1.4 billion dollars, which can be backed by funds provided by DBS, the bank said. DBS has $128.6 billion of assets, data compiled by Bloomberg show.Of DBS's CDOs, the amount with ""some exposure"" to the U.S. subprime market remains unchanged at $188 million of investments, or 12 percent of its holdings of the securities, the bank said.""DBS has one of the strongest capital positions of banks operating in Asia, and we have minimal exposure to the U.S. subprime market,"" said Jeanette Wong, the chief financial officer.More disclosures from Asian financial institutions about holdings of CDOs may surface as the banks look again at their books amid growing investor concerns about liquidity, Schuler, of Moody's, said by phone from Singapore.Still, Asian financial institutions are not likely to own a lot of securities tied to U.S. subprime mortgages, she said.Rams Home Loans Group in Australia said it would try to sell more mortgage-backed bonds in the domestic market after failing to refinance 6.18 billion Australian dollars of short-term debt in the United States this month, Bloomberg News reported from Melbourne.The Sydney-based company plans to increase its funding from residential mortgage-backed securities in Australia to 4.07 billion dollars, or about $3.4 billion, from 3.8 billion dollars as of June 30, it said in a statement.No Australian lender has sold mortgage-backed securities in the local market since July 27, underscoring the difficulties faced by nonbank home-loan firms in financing their businesses amid the current credit crisis. Rams shares have slumped 57 percent since the company's ill-timed listing a month ago, making it an increasingly attractive takeover target.""Banks have looked at it before, so you would think at half the price they would look at it more closely,"" said David Goode, a credit analyst at Challenger Financial Services in Melbourne.Rams shares fell 9 cents, or 7.8 percent, to 1.07 dollars in Sydney, compared with the 2.50 dollars investors paid before its listing in July."
30,"The walls are bare, the closets are empty, and Connie and Timothy Pent and their two teenage children are living out of boxes as they wait for a dreaded knock at the door of their three-bedroom house in Ocala, Florida.They have fallen behind in payments on their home loan, and their lender told them in July that foreclosure was imminent.""We thought we were fine,"" said Connie regretfully. ""You never know.""An increasing number of American homeowners and prospective homeowners are getting caught up in the fast-spreading mortgage crisis that is taking its toll on people from all income levels and demographic groups. Like the Pents, many are trying desperately to get their loan terms reworked but are finding it difficult in a tightened market.For five years, the U.S. housing boom put money in the pockets of American lenders, brokers, realtors and investors and granted easy mortgages to homeowners with both good and blemished credit. But as home prices decline and interest rates climb, the cracks in the housing market's foundation are widening.Exotic mortgages, once hailed for helping to increase U.S. homeownership to its highest level at 68.9 percent, have become the undoing of many. Loans with adjustable rates, payment choices and loose requirements have trapped borrowers into too-high payments with few options for escape. Some have taken on second and third jobs, depleted savings, retirement and college funds and wrestled with lenders to stave off foreclosure. Those who fail see their homes sold at auction.""The increasing availability of mortgages has been an important and positive long-term trend,"" Doug Elmendorf, a Brookings Institution economist, said. ""But like many positive developments, this one was taken to an unjustifiable extreme.""Many of the people with high mortgage payments are subprime borrowers - those like the Pents who do not qualify for market interest rates because of blemishes on their credit record. The Center for Responsible Lending, a nonprofit organization that works to eliminate abusive practices in home mortgages, estimates that 2.2 million subprime home loans made in recent years have ended or soon will end in foreclosure.But there are many other ways to be hurt in the mortgage crunch.Many prospective home buyers, through little fault of their own, are having trouble getting mortgages because of the changing market. Others spent more than they could afford, piled up huge loans based on the inflated value of their property and did not fully understand the interest rates they would have to pay.Nearly $1.12 trillion worth of hybrid and traditional adjustable-rate mortgages were lent in 2005 and 2006, while $779.13 billion of interest-only adjustable-rate mortgages were issued in that period, according to a survey from the Mortgage Bankers Association.Many of these loans offered low ""teaser"" interest rates that reset through 2009, slamming borrowers with higher rates.Attempts to rework troubled loans will become increasingly common since foreclosure benefits neither lender nor borrower, said James Gaines, a research economist with The Real Estate Center at Texas A&M University.The problem is that the lender may not have any authority to redo them because of the way loans are now bundled and resold, with repayment risk changing hands several times.""It's unlike the old days where the bank you borrowed from just kept your loan on the books,"" he said.David Downs, a professor of real estate at Virginia Commonwealth University, said he believes that blame for the current quagmire falls on all involved, but that the consumer should be held accountable first.""If somebody takes on financial risk, it's incumbent on the consumer to understand that,"" Downs said."
31,"NEW DELHI —Politicians, regulators and financial specialists outside the United States are seeking a role in oversight of American markets, banks and rating agencies in the wake of recent problems related to subprime mortgages.Their argument is simple: The United States is exporting financial products, but losses to investors in other countries suggest that American regulators are not properly monitoring the products or alerting investors to the risks.""We need an international approach, and the United States needs to be part of it,"" said Peter Bofinger, a member of the German government's economics advisory board and a professor at the University of Würzburg.While regulators in the United States have not been receptive to the idea in the past, analysts said that Europe and Asia have more leverage this time around. Washington might have to yield if it wants to succeed in imposing bilateral regulations on state-owned investment funds from other emerging economies.""America depends on the rest of the world to finance its debt,"" Bofinger said. ""If our institutions stopped buying their financial products, it would hurt.""Banks and investment funds from China to France were hit with losses after buying mortgage-related securities and complex financial products based on them in the United States. In many cases, investors were caught by surprise because American ratings agencies gave the products top ratings, leading buyers to believe there was little risk. International investors are also asking why American banks were allowed to give mortgages to home buyers who could not repay them.""In a globalized economy with hedge funds, leveraged buyouts and all these investment funds, we have to ask the question about more transparency,"" said Claude Bebear, the chairman of the supervisory board of AXA, the largest French insurer.Half a dozen U.S. banking and financial regulators - including the Securities and Exchange Commission and the Federal Reserve Board - would not comment. Several mentioned, however, that they were not the sole regulators of the subprime market.In Europe, the credit crisis appears to have emboldened those who have pushed for stricter international rules for some time.The German government was rebuffed by Washington and London earlier when it pushed for an international code of conduct for hedge funds. Now some economic advisers to the German government are going further, suggesting that rating agencies should be nationalized, that large-scale loans be registered publicly and that minimum standards be developed for complex debt securities.The head of the French Council of Economic Analysis, which advises the prime minister, said hedge funds should be subject to stricter disclosure rules about their risk exposure.Christian de Boissieu, president of the group and a member of the Committee for Credit and Investment Institutions, which helps regulate the French banking sector, is also calling for a global register of all hedge funds. In addition, he said, complex securities should be scrutinized before being authorized for banking portfolios.President Nicolas Sarkozy of France, who has vowed to ""moralize financial capitalism"" has asked his finance minister, Christine Lagarde, to prepare a proposal for stricter disclosure rules on market participants before a Group of Seven finance minister meeting in October.On Monday, in a foreign policy speech, Sarkozy called again for an enhanced global rule book to avoid financial crises. Such crises could recur, ""if the leaders of major countries fail to take resolute concerted action to foster transparency and regulation of international markets,"" Sarkozy said.The United States and Britain are the genesis of the bulk of the world's sophisticated financial products, like the ones that broke down recently, in part because Wall Street banks have a big presence in both countries.""At the heart of the issue is that the largest financial institutions continue to innovate and create ever more sophisticated products,"" said Chris Rexworthy, director of enhanced regulatory services at IMS Consulting, a London compliance consulting firm, and a former regulator with the British Financial Services Authority.Regulators around the world talk about the importance of stress-testing, Rexworthy said, but the recent developments create concerns that ""institutions are either not investing enough effort in this, getting it wrong, or just producing things too complex for their risk-assessment models to cope with,"" he said. ""Greater cooperation on the international stage between regulators is undoubtedly one of the things we need to see more of.""U.S. regulators are aware of the problem. American banking and financial services regulators conducted a series of surveys and reviews dating back to 2005 that found that credit standards had loosened for home loans, and that borrowers in some cases did not understand or qualify for the loans they were given.Some financial institutions are managing the risk from nontraditional mortgage loans by following more prudent underwriting, the U.S. Federal Deposit Insurance Corporation said in September 2006, while some are ""spreading the risk of these products to investors.""Some American regulators have been pushing for more international cooperation in general. The Securities and Exchange Commission has been discussing greater hedge fund oversight in recent months, and it signed several cooperation agreements with regulators from China to Germany in the past 12 months.The commission is a ""very active member"" of the International Organization of Securities Commissions, the global body that brings together all securities regulators, said Andrew Larcos, the international group's public affairs officer. ""They do understand the need for closer international cooperation."" Still, he added, because the subprime mortgage loans that kicked off this current crisis were primarily from the United States, the situation ""obviously raises questions about how that market is regulated.Regulators have stepped up their cooperation in recent years, he said, agreeing, for example, to share information about enforcement activity after the near collapse of Parmalat, an Italian dairy company.In the United States, much of the blame is being focused on rating agencies, which are paid by banks for rating products, and who sometimes attached investment-grade ratings to securities that turned out to be less so.Joseph Mason, a finance professor at Drexel University in Philadelphia, and Josh Rosner, the managing director of the research firm Graham Fisher, have pushed for more oversight of ratings agencies.""It's not just the U.S. regulators that failed, though they did fail,"" Rosner said. International banking regulators have ""thrown the keys to the rating agencies,"" which have been left in charge of the safety and soundness of bank capital, insurance and pension money.In Australia, where investors have embraced financial products like derivatives and swaps, several hedge funds were hard hit by exposure to subprime loans, and analysts said they expected it would be months before the extent of the problem is seen.As geographical boundaries are broken down, ""a problem in one location is a problem everywhere,"" said Dick Bryan, a professor of economics at the University of Sydney. In the aftermath of a credit crunch, "" there is the need to challenge the sovereignty of national regulators - why should the rules of lending in the U.S. be left to U.S. regulators when the consequences go everywhere?""Asian nations were pushing for some regional cooperation even before the credit crisis, as cross-border investing and their equity markets have boomed. The South Korean market regulator, the Financial Supervisory Committee, has been particularly vocal on the issue.""Regulators and policy makers in the region are quietly looking at the unfolding developments and asking many questions to themselves about what's happening and what should be done,"" said Douglas Kim, a spokesman for the South Korea regulator. ""Few would doubt that more policy cooperation and coordination are in the region's interest even in times of market calm,"" he said.In general, Washington's reaction has been that it wants ""no form of oversight,"" said Kenneth Rogoff, an economics professor at Harvard and a former chief economist of the International Monetary Fund. ""We're talking about America's most dynamic export industry.""But economists expect an increase in international standards and regulation, not the least because Washington was growing more concerned about imposing standards on large and growing investment funds controlled by countries like Russia and China.American regulators ""have to give on something,"" said Stephen Jen, head of currency research at Morgan Stanley.Katrin Bennhold reported from Paris."
32,"Loan crisis blamed on lax regulatorsPoliticians, regulators and financial specialists outside the United States are seeking a role in oversight of American markets, banks and rating agencies in the wake of recent problems related to subprime mortgages.Their argument is simple: The United States is exporting financial products, but losses to investors in other countries suggest that American regulators are not properly monitoring the products or alerting investors to the risks.""We need an international approach, and the United States needs to be part of it,"" said Peter Bofinger, a member of the German government's economics advisory board and a professor at the University of Würzburg.While regulators in the United States have not been receptive to the idea in the past, analysts said that Europe and Asia have more leverage this time around. Washington might have to yield if it wants to succeed in imposing bilateral regulations on state-owned investment funds from emerging economies.""America depends on the rest of the world to finance its debt,"" Bofinger said. ""If our institutions stopped buying their financial products, it would hurt.""Banks and investment funds from China to France were recently hit with heavy losses after buying mortgage-related securities and complex financial products originating from the United States. In many cases, investors were caught by surprise because American rating agencies gave the products top ratings, leading buyers to believe there was little risk. International investors are also asking why American banks were allowed to give mortgages to home buyers who could not repay them.""In a globalized economy with hedge funds, leveraged buyouts and all these investment funds, we have to ask the question about more transparency,"" said Claude Bébéar, the chairman of the supervisory board of AXA, one of the world's largest insurers.Half a dozen U.S. banking and financial regulators - including the Securities and Exchange Commission and the Federal Reserve Board - would not comment. Several mentioned, however, that they were not the sole regulators of the subprime market.In Europe, the credit crisis appears to have emboldened those who have pushed for stricter international rules for some time.The German government was rebuffed by Washington and London earlier when it pushed for an international code of conduct for hedge funds. Now some economic advisers to the German government are going further, suggesting that rating agencies should be nationalized, that large-scale loans be registered publicly and that minimum standards be developed for complex debt securities.The head of the French Council of Economic Analysis, which advises the prime minister, said hedge funds should be subject to stricter disclosure rules about their risk exposure.Christian de Boissieu, president of the group and a member of the Committee for Credit and Investment Institutions, which helps regulate the French banking sector, is also calling for a global register of all hedge funds. In addition, he said, complex securities should be scrutinized before being authorized for banking portfolios.President Nicolas Sarkozy of France, who has vowed to ""moralize financial capitalism"" has asked his finance minister, Christine Lagarde, to prepare a proposal for stricter disclosure rules on market participants before a meeting of the Group of 7 countries' finance ministers in October.On Monday, in a foreign policy speech, Sarkozy called again for an enhanced global rule book to avoid financial crises.Such crises could recur, ""if the leaders of major countries fail to take resolute concerted action to foster transparency and regulation of international markets,"" Sarkozy said.The Chinese central bank said Tuesday that it was moving to standardize information disclosure of all asset-backed securities as it expands its own market for these financial instruments. Information about loans, terms and borrowers will need to be included in any new securities that are introduced in China, it said.The United States and Britain are the genesis of the bulk of the world's sophisticated financial products, like the ones that broke down recently, in part because Wall Street banks have a big presence in both countries.""At the heart of the issue is that the largest financial institutions continue to innovate and create ever more sophisticated products,"" said Chris Rexworthy, director of enhanced regulatory services at IMS Consulting, a London compliance consulting firm, and a former regulator with the British Financial Services Authority.Regulators around the world talk about the importance of stress-testing, Rexworthy said, but the recent developments create concerns that ""institutions are either not investing enough effort in this, getting it wrong, or just producing things too complex for their risk-assessment models to cope with,"" he said. ""Greater cooperation on the international stage between regulators is undoubtedly one of the things we need to see more of.""U.S. regulators are aware of the problem. American banking and financial services regulators conducted a series of surveys and reviews dating back to 2005 that found that credit standards had loosened for home loans, and that borrowers in some cases did not understand or qualify for the loans they were given.Some financial institutions are managing the risk from nontraditional mortgage loans by following more prudent underwriting, the U.S. Federal Deposit Insurance Corporation said in September 2006, while some are ""spreading the risk of these products to investors.""Some American regulators have been pushing for more international cooperation in general. The Securities and Exchange Commission has been discussing greater hedge fund oversight in recent months, and it signed several cooperation agreements with regulators from China to Germany in the past 18 months.The commission is a ""very active member"" of the International Organization of Securities Commissions, the global body that brings together all securities regulators, said Andrew Larcos, the international group's public affairs officer. ""They do understand the need for closer international cooperation."" Still, he added, because the subprime mortgage loans that kicked off this current crisis were primarily from the United States, the situation ""obviously raises questions about how that market is regulated.""In the United States, much of the blame is being focused on rating agencies, which are paid by banks for rating products, and who sometimes attached investment-grade ratings to securities that turned out to be less so.Joseph Mason, a finance professor at Drexel University in Philadelphia, and Josh Rosner, the managing director of the research firm Graham Fisher, have pushed for more oversight of rating agencies.""It's not just the U.S. regulators that failed, though they did fail,"" Rosner said. International banking regulators have ""thrown the keys to the rating agencies,"" which have been left in charge of the safety and soundness of bank capital, insurance and pension money.In Australia, where investors have embraced financial products like derivatives and swaps, several hedge funds were hard hit by exposure to subprime loans, and analysts said they expected it would be months before the extent of the problem is seen.As geographical boundaries are broken down, ""a problem in one location is a problem everywhere,"" said Dick Bryan, a professor of economics at the University of Sydney. In the aftermath of a credit crunch, ""there is the need to challenge the sovereignty of national regulators - why should the rules of lending in the U.S. be left to U.S. regulators when the consequences go everywhere?""Asian nations were pushing for some regional cooperation even before the credit crisis, as cross-border investing and their equity markets have boomed. The South Korean market regulator, the Financial Supervisory Committee, has been particularly vocal on the issue.""Regulators and policy makers in the region are quietly looking at the unfolding developments and asking many questions to themselves about what's happening and what should be done,"" said Douglas Kim, a spokesman for the South Korea regulator. ""Few would doubt that more policy cooperation and coordination are in the region's interest even in times of market calm,"" he said.In general, Washington's reaction has been that it wants ""no form of oversight,"" said Kenneth Rogoff, an economics professor at Harvard and a former chief economist of the International Monetary Fund. ""We're talking about America's most dynamic export industry."""
33,"WASHINGTON —U.S. stocks fell about 2 percent Tuesday, mirroring drops in Europe, after the U.S. Federal Reserve made clear that inflation remained its primary concern and American consumers and German companies said they were less confident in the economic outlook amid volatility in global financial markets.Confidence in German business confidence slipped in August for the third consecutive month, the Ifo Institute's closely watched survey showed, but the decline was smaller than most analysts had expected.The inflation rate in Germany held steady in August at 2 percent, the Federal Statistics Office in Wiesbaden said Tuesday.While worries over the U.S. subprime mortgage crisis may have dented optimism in Germany, Ifo and analysts said that signs still pointed to strong economic growth in the largest European economy.""The outlook for the coming six months is still marked by optimism, albeit somewhat weaker,"" Hans-Werner Sinn, president of Ifo, said. ""Here the turbulences in financial markets may have played a role.""Ifo, which is based in Munich, said its business confidence index slipped to 105.8 points in August from 106.4 in July.In the United States, consumer confidence weakened in August, the Conference Board said, with its consumer confidence index declining to 105 from a revised reading of 111.9 in July, which was a six-year high. But while the index retreated, it was slightly stronger than the average analyst forecast.In the minutes from its Aug. 7 meeting, the Federal Reserve noted that worsening financial market conditions might require a policy response but still held firm to its focus on inflationary risks.""Members expected a return to more normal market conditions, but recognized that the process likely would take some time, particularly in markets related to subprime mortgages,"" the central bank's policy-setting Federal Open Market Committee said.But data from Standard and Poor's and the economist Robert Shiller showed Tuesday that U.S. house prices suffered their worst decline in at least 20 years in the second quarter."
34,"FRANKFURT —Stock exchanges fell on both sides of the Atlantic after reports Tuesday showed that consumers and companies alike said they were less confident in the economic outlook amid volatility in global financial markets.Confidence in German business confidence slipped in August for the third month in a row, the Ifo Institute's closely watched survey showed, but the decline was smaller than most analysts had expected.In the United States, consumer confidence weakened in August, the Conference Board said, with its consumer confidence index declining to 105 from a revised reading of 111.9 in July, which was a six-year high.But while the index retreated, it was slightly stronger than the average analyst forecast.""The volatility in financial markets and continued subprime housing woes may have played a role in dampening consumers' spirits,"" said Lynn Franco, director of the Conference Board Consumer Research Center.U.S. house prices suffered their worst decline in at least 20 years in the second quarter, and there is no sign of a bottom for the market, according to data from Standard and Poor's and the economist Robert Shiller.The S&P/Case-Shiller U.S. National Home Price Index fell 3.2 percent to 183.89 last quarter from the same period in 2006, its sharpest decline since the index was created in 1987, S&P said. The pace of decline accelerated from 1.6 percent in the first quarter.While worries over the U.S. subprime mortgage crisis may have dented optimism in Germany, the Ifo Institute and analysts said that signs still pointed to strong economic growth in the largest European economy.""The outlook for the coming six months is still marked by optimism, albeit somewhat weaker,"" Hans-Werner Sinn, president of Ifo, said. ""Here the turbulences in financial markets may have played a role.""Ifo, which is based in Munich, said its business confidence index slipped to 105.8 points in August from 106.4 in July.The inflation rate in Germany held steady in August at 2 percent, the Federal Statistics Office in Wiesbaden said Tuesday."
35,"WASHINGTON —Faced with a possible tidal wave of home foreclosures beginning this autumn, Democrats and Republicans in the United States are battling over a philosophical question with huge practical implications: Should the government ride to the rescue?Both the administration of President George W. Bush and Democratic leaders in Congress agree that legions of homeowners could be overwhelmed in the next 18 months, when low teaser rates expire on more than two million adjustable-rate mortgages, and monthly payments increase sharply.More ominously, falling real estate prices and a pullback among mortgage lenders are expected to make it more difficult for overstretched home buyers to refinance their way out of trouble or simply sell their houses.""This is really just the beginning,"" said Karen Weaver, director of securitization research at Deutsche Bank. ""There's a big wave of defaults coming over the next 12 to 18 months.""From a political perspective, the wave would be crashing during the primary and general election campaigns next year.But the Bush administration and congressional Democrats are ideologically divided about what Washington should do. Administration officials are reluctant to bail out people who bought homes they could not afford or simply gambled that easy credit and rising real estate prices would lead to quick profits.Democrats, though opposed to a broad bailout, are proposing an array of measures to help lower-income people renegotiate their loans and stay in their homes.""You cannot simply decree that there will be no foreclosures,"" said Representative Barney Frank, Democrat of Massachusetts and chairman of the House Financial Services Committee. ""You can't just give people a free ride.""At the same time, Frank and other Democrats are pushing for changes that they hope will free more money for lower-income families and shift the balance of power between borrowers and lenders.The proposals would expand the program of insuring home loans under the Federal Housing Administration, part of the Department of Housing and Urban Development; create a national fund for ""affordable housing""; expand the ability of Fannie Mae and Freddie Mac, the government-sponsored finance companies, to buy renegotiated subprime mortgages; and give bankruptcy judges more power to order easier terms for borrowers.The Bush administration, with the Treasury Department leading the efforts, is looking for more limited solutions. Administration officials are working on their own ideas to let the FHA insure slightly more expensive homes, which could make it easier for people with low incomes or weak credit to switch out of subprime mortgages and into more traditional fixed-rate loans.Robert Steel, under secretary of the Treasury for domestic finance, has been put in charge of developing other ideas, but administration officials have said little about what those might be.""The president has asked Treasury to be clearly focused on actions that can be taken, things we can do, to help mortgage holders who are in danger of losing their homes,"" said Jennifer Zuccarelli, a spokeswoman for the Treasury. ""We are looking at all other options to help stressed borrowers.""For the past six years, administration officials have followed a laissez-faire approach, saying they did not want to restrict innovative mortgage products.But it may be difficult to continue that hands-off policy much longer. The number of foreclosure filings in July was almost double that of a year ago, according to RealtyTrac, which provides real estate data. About 13 percent of adjustable subprime mortgages are past due, but most of the problems are on loans whose monthly payments have not yet been adjusted upward.Deutsche Bank estimates that about $400 billion in subprime loans are scheduled for rate increases of 30 percent and sometimes more by the end of 2008.To that end, many Democratic lawmakers are pushing for measures that would make it easier for imperiled homeowners to replace their adjustable subprime mortgages with more traditional 30-year fixed-rate mortgages. Democrats also want the administration to let Fannie Mae and Freddie Mac buy a larger volume of mortgages for their own portfolios. The two government-sponsored companies buy billions of dollars in mortgages each year, up to a loan limit of $417,000, and package them into securities that can be traded. They also hold some of the bundles of mortgages in their own portfolios to increase returns to shareholders.Democrats, including Frank in the House and Senator Christopher Dodd, Democrat of Connecticut and chairman of the Senate banking committee, contend that Fannie Mae and Freddie Mac could help thousands of people refinance their subprime mortgages if the two finance giants are allowed to hold those loans in their portfolios.The Treasury Department has opposed that kind of expansion, arguing that the two companies crowd out commercial rivals because they exploit an implied government guarantee to borrow money at lower rates than their rivals.Treasury officials have shown a willingness to let Fannie and Freddie play a bigger role, but they argue that letting the two companies hold more mortgages - the current regulatory limit is about $700 billion for each - would pose a risk to taxpayers without helping homeowners.Frank has argued that Congress should also increase the size of mortgages that Fannie and Freddie can buy, from $417,000 now to $500,000 or even $650,000 in markets like San Francisco and New York.Some specialists warn that simply switching out of an adjustable loan will not keep all homeowners from losing their houses.""The problem is that a lot of people have bought more house than they can afford and in many cases the price has dropped a great deal,"" said Dean Baker, co-director of the Center for Economic Policy Research, a liberal research group in Washington. ""If we do a workout that allows someone to pay off a $240,000 mortgage on a house that would only sell for $220,000, have we really done them a favor?""Democratic lawmakers have proposed changes that would give borrowers more power to negotiate lower interest rates or even a lower loan amount.Supporters say such a move might benefit lenders, because foreclosing and re-selling a property can be costly - especially if real estate prices are declining. Earlier this year, lawmakers persuaded the Financial Accounting Standards Board to let companies that service mortgages negotiate changes, as opposed to the investment funds that may actually own the mortgages.Senator Charles Schumer, Democrat of New York and chairman of the Joint Economic Committee, has proposed that the government distribute $300 million to nonprofit groups that could advise families on how to refinance or renegotiate their mortgages. The Senate recently included $100 million for such programs in a spending bill for HUD."
36,"HONG KONG —Investors sold risky assets on Wednesday on renewed fears about the health of the U.S. economy, Asia's top export market, sending regional stocks down and fuelling gains in the yen and safe-haven government bonds.A report showing U.S. consumer sentiment took its steepest plunge in nearly two years and Merrill Lynch's move to downgrade its ratings on some major U.S. banks due in part to the ailing credit markets, sent investors packing.A separate report revealing the biggest drop on record for a U.S. house price index further rattled investors.""The main worry for us about the ongoing U.S. subprime crisis is really the impact on the U.S. consumer,"" said Choo Hee-yeop, deputy general manager of asset management strategy at Korea Investment and Securities.""Falling consumer sentiment there is a big concern, and it's going to inevitable hit shares in exporters such as autos.""MSCI's measure of Asia Pacific stocks excluding Japan dropped 2.5 percent by 0200 GMT, while Tokyo's Nikkei average slid 2.6 percent.The MSCI index is still up about 14 percent from a five-month trough plumbed on Aug. 17 but is 10 percent below its July 24 peak.Australia's S&P/ASX 200 index, Taiwan's TAIEX and South Korea's KOSPI all fell nearly 2 percent, while Singapore's Straits Times Index shed more than 2 percent.Asia's slide followed falls of more than 2 percent for all three major U.S. stock gauges.Among individual stocks, Acer fell 6.2 percent to 11-month lows, extending Tuesday's 6.9 percent drop, as investors fretted about the US$710 million deal to buy loss-making U.S. rival Gateway.FINANCIALS, EXPORTERS BEAR BRUNTFinancial stocks were hit in line with their U.S. peers after Merrill Lynch downgraded Bear Stearns Cos, Lehman Brothers and Citigroup to neutral, citing slowing takeover activity and upheaval in the mortgage sector.Australia's Macquarie Bank dropped 4.4 percent, South Korea's top lender Kookmin Bank fell 3.1 percent and Japan's largest lender Mitsubishi UFJ Financial Group shed 2.7 percent.Also under pressure, exporters such as Samsung Electronics , Sony and Toyota Motor all fell.Japanese exporters were further hit by by a strengthening yen.""Japanese stocks tend to skid more than U.S. stocks after a fall in the U.S. market as investors buy the yen as a response. It comes as a double punch,"" said Tsuyoshi Nomaguchi, a strategist of Japanese equity research at Daiwa Securities' investment advisory department.YEN FIRMERThe Japanese currency extended gains as investors sold riskier assets funded by the low-yielding currency.Before the market turmoil, investors had been borrowing low interest-rate currencies such as the yen to buy riskier assets for higher returns in the then popular carry trade.""The carry trade unwind likely has further to run,"" said currency strategists at Citigroup in a note to clients, adding that they expected more gains in the yen and Swiss franc and losses in the Australian and New Zealand dollars.The New Zealand dollar -- the bellwether of carry trades for its steep short-term yield -- slid towards 78 yento levels last seen on Aug. 20.The dollar touched a 1-½ week low below 114 yen, while the euro slipped to a one-week low near 154.50 yen . Against the dollar, the single currency was also weaker, nearing $1.3560 at one stage.Minutes from the Federal Reserve policy meeting on Aug. 7, released on Tuesday, showed the central bank recognised worsening financial market conditions might require a policy response.The drop in risk appetite saw yield spreadsbetween emerging market debt and U.S. Treasury notes -- a key gauge of risk aversion -- widen 4 basis points, adding to Tuesday's 7-point move out.Flight to safety helped shore up Japanese government bond futures, driving the September 10-year futures towards the 18-month high hit last week.The benchmark 10-year JGB yield fell 4.5 basis points to a one-week low of 1.57 percent.Worries that weaker global growth will crimp demand weighed on commodity prices. U.S. crude shed 12 cents to $71.61, following Tuesday's 24-cent fall, while spot gold dipped below $662 an ounce.20070829 020842+0000REUTERS"
